date,q0_kwh,active_kwh,up_kwh,down_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,storage_loss_kwh,plan_cost,up_cost,down_penalty,refund,emergency_cost,total_cost,start_soc_kwh,end_soc_kwh,forecast_plan_cost,price_mae_0,mean_actual_price
2025-02-16,89421.52827160407,89453.29601454851,31.767742944444763,0.0,0.0,18019.599883641968,14370.14846775,10426.465498656553,3398.6431514475303,63464.684654307166,60.14586771671727,0.0,0.0,0.0,63524.83052202388,6551.424537407409,6802.232801851853,63710.71470332477,0.03430486111111111,0.8303222222222222
2025-02-17,89357.54373511214,89357.54373511214,0.0,0.0,0.0,17768.679957774348,14458.460816388886,14863.461427060014,3383.363642042867,62299.83705558324,0.0,0.0,0.0,0.0,62299.83705558324,6802.232801851853,6729.088301194447,61359.78951294879,0.0341125,0.8173527777777778
2025-02-18,80055.5627652114,80514.80918158642,459.24641637499883,0.0,0.0,18318.679840716733,14642.354240388891,4747.095797925239,3458.7962330037726,54673.011503257134,717.2341969742341,0.0,0.0,0.0,55390.24570023137,6729.088301194447,6946.617668518518,55281.41582638441,0.03575138888888888,0.8145215277777778
2025-02-19,80081.63505904115,80081.63505904115,9.947598300641403e-14,0.0,0.0,19527.418685596713,16186.591277481482,3861.4802675925876,3751.2520105020585,55205.52308983768,1.6522463397450337e-13,0.0,0.0,0.0,55205.52308983768,6946.617668518518,6536.19306613169,55074.05796845143,0.03846666666666668,0.8164298611111112
2025-02-20,83679.21046398793,83828.72195771015,149.51149372222312,0.0,37.51693611111102,18810.918410752172,14968.735735888891,9030.922485624651,3544.2847006184275,57189.47530450602,267.7165038283978,0.0,0.0,210.4887700513884,57667.68057838581,6536.19306613169,6834.091040376546,56372.18692174477,0.03620069444444445,0.8168069444444445
2025-02-21,40030.29075863786,40030.29075863786,0.0,0.0,0.0,16469.216196563782,13263.444713111112,11264.257241851852,3120.6376988909465,17112.56484791866,0.0,0.0,0.0,0.0,17112.56484791866,6834.091040376546,6919.224824938273,16621.729097350923,0.03660833333333333,0.62085
2025-02-22,40877.5078021063,40925.979066606305,48.47126450000309,0.0,0.0,17748.264899382724,14387.801845444445,9720.753129334696,3373.4711394321,17566.164877517385,74.24828296110474,0.0,0.0,0.0,17640.41316047849,6919.224824938273,6906.216739444447,17326.101841085554,0.033522916666666666,0.6352840277777778
2025-02-23,82465.7020565967,83089.89105756892,624.1890009722258,0.0,6.089919444444604,18467.16786189986,15060.724314138886,8157.683745919065,3520.1305988720846,56326.35134975707,1003.4225681396935,0.0,0.0,31.484883527778603,57361.25880142454,6906.216739444447,6792.529688333335,56557.80281452551,0.03893263888888889,0.8153784722222223
2025-02-24,78955.68444174861,79000.2462622764,44.56182052777703,0.0,23.626330555555683,18727.06645898491,15101.022473444453,7194.794990624829,3550.5980318367638,54403.38385383698,87.02255121766935,0.0,0.0,120.71873597361177,54611.125141028264,6792.529688333335,6867.975642037035,54124.06416331347,0.03705625,0.8082493055555555
2025-02-25,81826.87288072599,81826.87288072599,0.0,0.0,0.0,17304.261469375866,14227.992003861113,12929.280181877908,3311.314147366599,55028.252958553276,0.0,0.0,0.0,0.0,55028.252958553276,6867.975642037035,6632.930960185191,55166.70197824201,0.04598472222222222,0.7940965277777778
2025-02-26,75771.12292891889,75825.96264236333,54.839713444443305,0.0,0.0,20578.757075222897,16329.104942041666,2761.462475848769,3872.220701082475,50779.72041143182,73.21091335966409,0.0,0.0,0.0,50852.93132479149,6632.930960185191,7010.362392283953,50274.73472533069,0.03988749999999999,0.8055381944444444
2025-02-27,75628.36204890259,75628.36204890259,0.0,0.0,0.0,20994.050041358023,17314.2153,4991.943107544576,4023.2067041358023,49317.64310252618,0.0,0.0,0.0,0.0,49317.64310252618,7010.362392283953,6666.990429506175,50561.46145881137,0.04176180555555556,0.7979118055555555
2025-02-28,37597.78115260631,37597.78115260631,0.0,0.0,0.0,18071.41013021262,14559.141873962619,10792.91934635631,3424.823443461553,15444.602831535147,0.0,0.0,0.0,0.0,15444.602831535147,6666.990429506175,6754.435242294623,15528.314497249316,0.037295138888888885,0.6166784722222222
